,Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,Bytes,Bytes Sent,Bytes Received,Packets,Start Time,Elapsed Time (sec),Category,Unnamed: 38,Sequence Number,Action Flags,Source Country,Destination Country,Unnamed: 43,Packets Sent,Packets Received,Session End Reason,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,Action Source,Source VM UUID,Destination VM UUID,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,SCTP Association ID,SCTP Chunks,SCTP Chunks Sent,SCTP Chunks Received,UUID for rule,HTTP/2 Connection,link_change_count,policy_id,link_switches,sdwan_cluster,sdwan_device_type,sdwan_cluster_type,sdwan_site,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,Source Dynamic Address Group,Destination Dynamic Address Group,session_owner,High Res Timestamp,nssai_sst,nssai_sd,Subcategory of app,Category of app,Technology of app,Risk of app,Characteristic of app,Container of app,Tunneled app,SaaS of app,Sanctioned State of app,offloaded
3504,1,2025/03/03 15:47:32,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:32,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:32,1775,1,45942,80,0,0,0x1b,tcp,allow,1652,706,946,15,2025/03/03 15:46:17,60,any,,7477495945886699402,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,7,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:32.379+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5015,1,2025/03/03 15:45:16,21201168048,TRAFFIC,start,2562,2025/03/03 15:45:16,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:16,1394,1,50372,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:45:17,0,any,,7477495945886697891,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:17.044+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2575,1,2025/03/03 15:49:14,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:14,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:14,2547,1,36266,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:15,0,any,,7477495945886700331,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:14.862+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5718,1,2025/03/03 15:44:35,21201168048,TRAFFIC,start,2562,2025/03/03 15:44:35,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:44:35,1145,1,51538,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:44:35,0,any,,7477495945886697188,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:44:35.522+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3580,1,2025/03/03 15:47:32,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:32,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:32,1843,1,50394,80,0,0,0x1b,tcp,allow,1542,662,880,13,2025/03/03 15:46:47,30,any,,7477495945886699326,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,6,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:32.251+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6603,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,205,1,48188,80,0,0,0x1c,tcp,allow,5890,3023,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696303,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.338+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6395,1,2025/03/03 15:43:23,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:23,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:23,529,1,36474,80,0,0,0x1c,tcp,allow,1599,712,887,14,2025/03/03 15:43:07,1,any,,7477495945886696511,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:23.255+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1780,1,2025/03/03 15:49:33,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:33,3220,1,42394,80,0,0,0x19,tcp,allow,592,592,0,8,2025/03/03 15:49:16,12,any,,7477495945886701126,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:33.377+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
2957,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2353,1,41592,80,0,0,0x1c,tcp,allow,1457,636,821,12,2025/03/03 15:47:48,8,any,,7477495945886699949,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,5,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
803,1,2025/03/03 15:50:25,21201168048,TRAFFIC,start,2562,2025/03/03 15:50:25,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:25,4019,1,40742,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:50:25,0,any,,7477495945886702103,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:25.270+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
857,1,2025/03/03 15:50:25,21201168048,TRAFFIC,start,2562,2025/03/03 15:50:25,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:25,3994,1,40808,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:50:25,0,any,,7477495945886702049,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:25.267+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4270,1,2025/03/03 15:46:47,21201168048,TRAFFIC,start,2562,2025/03/03 15:46:47,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:47,1839,1,50378,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:46:47,0,any,,7477495945886698636,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:47.467+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3832,1,2025/03/03 15:47:17,21201168048,TRAFFIC,start,2562,2025/03/03 15:47:17,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:17,1993,1,40722,80,0,0,0x0,tcp,allow,301,227,74,4,2025/03/03 15:47:17,0,any,,7477495945886699074,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:17.619+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5484,1,2025/03/03 15:45:00,21201168048,TRAFFIC,end,2562,2025/03/03 15:45:00,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:00,964,1,53498,80,0,0,0x1b,tcp,allow,2263,1053,1210,23,2025/03/03 15:43:55,50,any,,7477495945886697422,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,12,11,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:00.337+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5277,1,2025/03/03 15:45:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:45:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:02,1113,1,51238,80,0,0,0x1c,tcp,allow,1604,717,887,14,2025/03/03 15:44:35,12,any,,7477495945886697629,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:02.381+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
219,1,2025/03/03 15:51:34,21201168048,TRAFFIC,end,2562,2025/03/03 15:51:34,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:51:34,3569,1,42420,80,0,0,0x1c,tcp,allow,4304,2824,1480,36,2025/03/03 15:49:36,103,any,,7477495945886702687,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,21,15,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:51:34.377+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1288,1,2025/03/03 15:49:56,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:56,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:56,3756,1,40964,80,0,0,0x19,tcp,allow,74,74,0,1,2025/03/03 15:49:51,0,any,,7477495945886701618,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:56.252+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
582,1,2025/03/03 15:50:52,21201168048,TRAFFIC,end,2562,2025/03/03 15:50:52,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:52,2880,1,39384,80,0,0,0x1c,tcp,allow,2604,1256,1348,26,2025/03/03 15:49:15,82,any,,7477495945886702324,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,13,13,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:52.335+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2618,1,2025/03/03 15:49:14,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:14,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:14,2504,1,35834,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:14,0,any,,7477495945886700288,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:14.690+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
43,1,2025/03/03 15:51:55,21201168048,TRAFFIC,end,2562,2025/03/03 15:51:55,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:51:55,4051,1,40240,80,0,0,0x1c,tcp,allow,2553,1205,1348,26,2025/03/03 15:50:25,75,any,,7477495945886702863,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,13,13,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:51:55.378+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1234,1,2025/03/03 15:49:56,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:56,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:56,3798,1,40598,80,0,0,0x19,tcp,allow,74,74,0,1,2025/03/03 15:49:51,0,any,,7477495945886701672,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:56.379+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
5263,1,2025/03/03 15:45:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:45:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:02,1091,1,51036,80,0,0,0x1c,tcp,allow,1603,716,887,14,2025/03/03 15:44:35,12,any,,7477495945886697643,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:02.381+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3000,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2138,1,42068,80,0,0,0x1a,tcp,allow,1564,677,887,14,2025/03/03 15:47:17,39,any,,7477495945886699906,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.254+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
7242,1,2025/03/03 15:42:33,21201168048,TRAFFIC,start,2562,2025/03/03 15:42:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:42:33,291,1,48956,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:42:33,0,any,,7477495945886695664,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:42:33.580+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1892,1,2025/03/03 15:49:33,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:33,3355,1,43534,80,0,0,0x19,tcp,allow,592,592,0,8,2025/03/03 15:49:17,11,any,,7477495945886701014,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:33.251+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
6898,1,2025/03/03 15:43:07,21201168048,TRAFFIC,start,2562,2025/03/03 15:43:07,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:07,635,1,37504,80,0,0,0x0,tcp,allow,301,227,74,4,2025/03/03 15:43:07,0,any,,7477495945886696008,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:07.355+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6557,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,259,1,48672,80,0,0,0x1c,tcp,allow,5880,3013,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696349,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.338+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
7295,1,2025/03/03 15:42:33,21201168048,TRAFFIC,start,2562,2025/03/03 15:42:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:42:33,238,1,48498,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:42:33,0,any,,7477495945886695611,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:42:33.520+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6189,1,2025/03/03 15:43:23,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:23,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:23,614,1,37262,80,0,0,0x1c,tcp,allow,1608,721,887,14,2025/03/03 15:43:07,1,any,,7477495945886696717,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:23.381+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1071,1,2025/03/03 15:50:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:50:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:50:11,2576,1,36564,80,0,0,0x1c,tcp,allow,1970,886,1084,18,2025/03/03 15:49:15,41,any,,7477495945886701835,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,9,9,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:50:11.335+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
